               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.058273,            0.049911,            0.011636,             0.69983,             0.19977,             0.21968,             0.11375,            0.064214,            0.029584,            0.016947,          0.00080223,          0.00080223,            0.084702
                 162,            0.063242,            0.049571,            0.013506,             0.69983,             0.19977,             0.21968,             0.11375,            0.064214,            0.029584,            0.016947,          0.00079963,          0.00079963,              0.0846
                 163,            0.064906,            0.053397,            0.017246,              0.6358,                 0.3,               0.213,             0.10978,            0.063528,            0.029535,            0.016834,          0.00079695,          0.00079695,            0.084497
                 164,             0.05647,            0.042344,            0.013516,              0.6358,                 0.3,               0.213,             0.10978,            0.063528,            0.029535,            0.016834,          0.00079419,          0.00079419,            0.084394
                 165,            0.061776,            0.037122,            0.013984,             0.66591,                 0.2,             0.21011,            0.085487,            0.063612,            0.029544,            0.016753,          0.00079135,          0.00079135,            0.084291
                 166,            0.057615,            0.031845,            0.012065,             0.66591,                 0.2,             0.21011,            0.085487,            0.063612,            0.029544,            0.016753,          0.00078842,          0.00078842,            0.084188
                 167,            0.067278,            0.057453,            0.018595,             0.69915,                 0.2,             0.21518,            0.087076,            0.063877,            0.029477,            0.016683,          0.00078542,          0.00078542,            0.084085
                 168,            0.057273,            0.028985,            0.010279,             0.69915,                 0.2,             0.21518,            0.087076,            0.063877,            0.029477,            0.016683,          0.00078234,          0.00078234,            0.083982
                 169,            0.061026,            0.034773,            0.011281,             0.69998,                 0.2,             0.21247,             0.09684,            0.063907,            0.029444,            0.016567,          0.00077918,          0.00077918,            0.083879
                 170,            0.060605,            0.039556,            0.012945,             0.69998,                 0.2,             0.21247,             0.09684,            0.063907,            0.029444,            0.016567,          0.00077595,          0.00077595,            0.083776
                 171,            0.058206,            0.032368,            0.011006,             0.69969,                 0.2,             0.21598,             0.11365,            0.064067,            0.029386,            0.016483,          0.00077264,          0.00077264,            0.083673
                 172,            0.061729,             0.05424,            0.016596,             0.69969,                 0.2,             0.21598,             0.11365,            0.064067,            0.029386,            0.016483,          0.00076926,          0.00076926,            0.083569
                 173,            0.060279,            0.050877,            0.011227,             0.66648,                 0.2,             0.20989,             0.12744,            0.064304,            0.029227,            0.016411,           0.0007658,           0.0007658,            0.083466
                 174,            0.054991,            0.048513,            0.011656,             0.66648,                 0.2,             0.20989,             0.12744,            0.064304,            0.029227,            0.016411,          0.00076228,          0.00076228,            0.083362
                 175,            0.054906,            0.044428,            0.015368,             0.69865,              0.1982,             0.20187,             0.11594,            0.064389,            0.029074,            0.016346,          0.00075868,          0.00075868,            0.083259
                 176,            0.067298,            0.037238,             0.01477,             0.69865,              0.1982,             0.20187,             0.11594,            0.064389,            0.029074,            0.016346,          0.00075502,          0.00075502,            0.083155
                 177,            0.055478,            0.043834,            0.014826,             0.69989,                 0.2,             0.21475,             0.12175,            0.063512,            0.029023,            0.016274,          0.00075128,          0.00075128,            0.083051
                 178,            0.067081,            0.038056,            0.012632,             0.69989,                 0.2,             0.21475,             0.12175,            0.063512,            0.029023,            0.016274,          0.00074749,          0.00074749,            0.082947
                 179,            0.060621,            0.053052,            0.014555,             0.69996,                 0.2,             0.21799,             0.11232,            0.063816,            0.028919,            0.016189,          0.00074362,          0.00074362,            0.082844
                 180,            0.058459,            0.032112,            0.010081,             0.69996,                 0.2,             0.21799,             0.11232,            0.063816,            0.028919,            0.016189,           0.0007397,           0.0007397,             0.08274
                 181,            0.061607,            0.052252,            0.017474,             0.69998,                 0.2,             0.22071,            0.099553,            0.063607,            0.028861,            0.016101,          0.00073571,          0.00073571,            0.082636
                 182,            0.057353,            0.045016,            0.011037,             0.69998,                 0.2,             0.22071,            0.099553,            0.063607,            0.028861,            0.016101,          0.00073166,          0.00073166,            0.082532
                 183,            0.061573,            0.040461,            0.018056,             0.69965,                 0.2,             0.22407,             0.10392,            0.063276,            0.028826,            0.016036,          0.00072755,          0.00072755,            0.082428
                 184,            0.052434,            0.050095,           0.0098389,             0.69965,                 0.2,             0.22407,             0.10392,            0.063276,            0.028826,            0.016036,          0.00072338,          0.00072338,            0.082323
                 185,            0.061192,            0.055843,            0.019162,             0.66637,             0.29929,             0.22758,             0.10497,            0.062749,            0.028753,            0.015995,          0.00071916,          0.00071916,            0.082219
                 186,            0.051439,              0.0429,            0.013383,             0.66637,             0.29929,             0.22758,             0.10497,            0.062749,            0.028753,            0.015995,          0.00071488,          0.00071488,            0.082115
                 187,            0.057591,            0.049553,            0.010281,             0.64993,                 0.3,             0.21591,             0.12916,            0.062298,            0.028649,            0.015951,          0.00071055,          0.00071055,            0.082011
                 188,            0.057226,            0.050589,            0.012517,             0.64993,                 0.3,             0.21591,             0.12916,            0.062298,            0.028649,            0.015951,          0.00070616,          0.00070616,            0.081906
                 189,            0.064419,            0.048799,            0.016126,             0.69988,             0.19983,             0.22439,             0.10397,            0.062884,            0.028565,            0.015899,          0.00070173,          0.00070173,            0.081802
                 190,             0.06245,            0.038388,            0.013546,             0.69988,             0.19983,             0.22439,             0.10397,            0.062884,            0.028565,            0.015899,          0.00069724,          0.00069724,            0.081697
                 191,            0.050657,            0.036952,            0.012533,             0.74948,                 0.2,             0.23933,              0.1231,            0.061407,            0.028559,             0.01587,          0.00069271,          0.00069271,            0.081593
                 192,             0.06056,            0.044784,            0.011469,             0.74948,                 0.2,             0.23933,              0.1231,            0.061407,            0.028559,             0.01587,          0.00068813,          0.00068813,            0.081488
                 193,             0.06066,            0.066926,            0.015224,             0.66662,                 0.3,             0.23524,             0.12796,            0.061311,            0.028466,            0.015818,           0.0006835,           0.0006835,            0.081384
                 194,            0.056393,            0.036246,            0.010899,             0.66662,                 0.3,             0.23524,             0.12796,            0.061311,            0.028466,            0.015818,          0.00067883,          0.00067883,            0.081279
                 195,            0.055118,            0.047177,           0.0090548,             0.69965,                 0.2,             0.23356,            0.096298,            0.061605,            0.028431,            0.015793,          0.00067412,          0.00067412,            0.081174
                 196,            0.054276,            0.037028,           0.0097623,             0.69965,                 0.2,             0.23356,            0.096298,            0.061605,            0.028431,            0.015793,          0.00066937,          0.00066937,            0.081069
                 197,            0.054323,            0.044156,           0.0097504,             0.74973,                 0.2,              0.2411,             0.11289,            0.062166,            0.028345,            0.015784,          0.00066458,          0.00066458,            0.080965
                 198,            0.056652,            0.042978,            0.014714,             0.74973,                 0.2,              0.2411,             0.11289,            0.062166,            0.028345,            0.015784,          0.00065976,          0.00065976,             0.08086
                 199,            0.059212,            0.056757,            0.014104,             0.69985,              0.1998,              0.2269,             0.10605,            0.062198,            0.028313,            0.015731,           0.0006549,           0.0006549,            0.080755
                 200,            0.054436,            0.052813,            0.015373,             0.69985,              0.1998,              0.2269,             0.10605,            0.062198,            0.028313,            0.015731,             0.00065,             0.00065,             0.08065
                 201,            0.059707,            0.059425,            0.012823,             0.74977,             0.19972,             0.24217,            0.088354,            0.062054,            0.028204,            0.015685,          0.00064507,          0.00064507,            0.080545
                 202,            0.054784,            0.039015,            0.012537,             0.74977,             0.19972,             0.24217,            0.088354,            0.062054,            0.028204,            0.015685,          0.00064011,          0.00064011,             0.08044
                 203,            0.064543,             0.04044,            0.015084,             0.69996,                 0.2,             0.22915,             0.10638,            0.061262,            0.028109,            0.015576,          0.00063513,          0.00063513,            0.080335
                 204,            0.055113,             0.04145,             0.01404,             0.69996,                 0.2,             0.22915,             0.10638,            0.061262,            0.028109,            0.015576,          0.00063011,          0.00063011,             0.08023
                 205,             0.06521,            0.046257,            0.019256,             0.74901,                 0.2,             0.24216,             0.12362,            0.060603,            0.028019,            0.015531,          0.00062507,          0.00062507,            0.080125
                 206,             0.04675,            0.027764,            0.012394,             0.74901,                 0.2,             0.24216,             0.12362,            0.060603,            0.028019,            0.015531,          0.00062001,          0.00062001,             0.08002
                 207,            0.054753,            0.051523,            0.020545,             0.74912,                 0.2,             0.24216,             0.12361,            0.059908,            0.027985,            0.015485,          0.00061492,          0.00061492,            0.079915
                 208,            0.055225,            0.034562,            0.012208,             0.74912,                 0.2,             0.24216,             0.12361,            0.059908,            0.027985,            0.015485,          0.00060981,          0.00060981,             0.07981
                 209,            0.060106,            0.059732,            0.015155,             0.74962,                 0.2,             0.24216,             0.12564,             0.05944,            0.027945,            0.015461,          0.00060469,          0.00060469,            0.079705
                 210,            0.045302,            0.030068,           0.0099063,             0.74962,                 0.2,             0.24216,             0.12564,             0.05944,            0.027945,            0.015461,          0.00059954,          0.00059954,              0.0796
                 211,            0.059324,            0.041124,            0.010711,             0.74982,                 0.2,              0.2397,             0.12501,              0.0591,            0.027918,            0.015424,          0.00059438,          0.00059438,            0.079494
                 212,            0.055395,            0.049784,            0.011278,             0.74982,                 0.2,              0.2397,             0.12501,              0.0591,            0.027918,            0.015424,          0.00058921,          0.00058921,            0.079389
                 213,            0.061815,            0.040591,            0.017545,             0.74986,                 0.2,             0.24533,             0.10269,            0.059294,            0.027842,            0.015348,          0.00058403,          0.00058403,            0.079284
                 214,            0.054125,            0.044906,           0.0093403,             0.74986,                 0.2,             0.24533,             0.10269,            0.059294,            0.027842,            0.015348,          0.00057883,          0.00057883,            0.079179
                 215,            0.060744,            0.043593,           0.0097404,             0.74986,                 0.2,             0.24533,             0.10269,            0.059294,            0.027842,            0.015348,          0.00057363,          0.00057363,            0.079074
                 216,            0.056097,            0.067587,            0.012924,             0.83314,             0.19977,             0.26432,             0.13742,            0.059578,            0.027746,            0.015327,          0.00056842,          0.00056842,            0.078968
                 217,             0.05165,            0.034172,           0.0067861,             0.83314,             0.19977,             0.26432,             0.13742,            0.059578,            0.027746,            0.015327,          0.00056321,          0.00056321,            0.078863
                 218,            0.060241,            0.040971,            0.013663,             0.83314,             0.19977,             0.26432,             0.13742,            0.059578,            0.027746,            0.015327,          0.00055799,          0.00055799,            0.078758
                 219,             0.05743,            0.035603,            0.010454,              0.8332,                 0.2,             0.27168,             0.13873,            0.059998,            0.027625,            0.015273,          0.00055278,          0.00055278,            0.078653
                 220,            0.054392,            0.034789,            0.006288,              0.8332,                 0.2,             0.27168,             0.13873,            0.059998,            0.027625,            0.015273,          0.00054756,          0.00054756,            0.078548
                 221,            0.058674,            0.054247,            0.014736,              0.8332,                 0.2,             0.27168,             0.13873,            0.059998,            0.027625,            0.015273,          0.00054235,          0.00054235,            0.078442
                 222,            0.054806,             0.04438,            0.010289,             0.83325,              0.1999,             0.26346,             0.14685,            0.060831,            0.027515,            0.015335,          0.00053714,          0.00053714,            0.078337
                 223,             0.05538,            0.045294,            0.010301,             0.83325,              0.1999,             0.26346,             0.14685,            0.060831,            0.027515,            0.015335,          0.00053193,          0.00053193,            0.078232
                 224,            0.058761,            0.042524,            0.011926,             0.83325,              0.1999,             0.26346,             0.14685,            0.060831,            0.027515,            0.015335,          0.00052674,          0.00052674,            0.078127
                 225,            0.056444,            0.036136,             0.01218,             0.66664,                 0.4,             0.27599,             0.12656,            0.060385,            0.027391,            0.015334,          0.00052155,          0.00052155,            0.078022
                 226,            0.052676,            0.048447,            0.010313,             0.66664,                 0.4,             0.27599,             0.12656,            0.060385,            0.027391,            0.015334,          0.00051638,          0.00051638,            0.077916
                 227,            0.053611,            0.066752,            0.013195,             0.66664,                 0.4,             0.27599,             0.12656,            0.060385,            0.027391,            0.015334,          0.00051122,          0.00051122,            0.077811
                 228,            0.051307,            0.045869,           0.0094898,             0.83281,                 0.2,             0.27621,             0.15165,            0.060478,            0.027271,            0.015329,          0.00050608,          0.00050608,            0.077706
                 229,            0.052609,            0.043302,             0.01868,             0.83281,                 0.2,             0.27621,             0.15165,            0.060478,            0.027271,            0.015329,          0.00050095,          0.00050095,            0.077601
                 230,            0.056491,            0.028416,            0.014679,             0.83281,                 0.2,             0.27621,             0.15165,            0.060478,            0.027271,            0.015329,          0.00049585,          0.00049585,            0.077496
                 231,            0.057469,            0.035737,           0.0090295,             0.83331,             0.19998,             0.26962,             0.14591,            0.061078,            0.027207,            0.015284,          0.00049076,          0.00049076,            0.077391
                 232,            0.059824,            0.031306,            0.010536,             0.83331,             0.19998,             0.26962,             0.14591,            0.061078,            0.027207,            0.015284,           0.0004857,           0.0004857,            0.077286
                 233,            0.052407,            0.067565,             0.01141,             0.83331,             0.19998,             0.26962,             0.14591,            0.061078,            0.027207,            0.015284,          0.00048066,          0.00048066,            0.077181
                 234,            0.058115,            0.039129,            0.021817,             0.83324,             0.19989,             0.27317,             0.14995,            0.060429,            0.027133,             0.01525,          0.00047565,          0.00047565,            0.077076
                 235,            0.053623,            0.048932,           0.0092996,             0.83324,             0.19989,             0.27317,             0.14995,            0.060429,            0.027133,             0.01525,          0.00047067,          0.00047067,            0.076971
                 236,            0.049581,            0.043491,            0.008291,             0.83324,             0.19989,             0.27317,             0.14995,            0.060429,            0.027133,             0.01525,          0.00046572,          0.00046572,            0.076866
                 237,            0.058434,            0.038221,            0.015682,             0.83328,             0.19993,             0.27383,             0.15397,            0.060689,            0.027064,            0.015247,           0.0004608,           0.0004608,            0.076761
                 238,            0.060956,            0.032965,            0.012029,             0.83328,             0.19993,             0.27383,             0.15397,            0.060689,            0.027064,            0.015247,          0.00045592,          0.00045592,            0.076656
                 239,             0.06151,            0.037095,            0.012073,             0.83328,             0.19993,             0.27383,             0.15397,            0.060689,            0.027064,            0.015247,          0.00045107,          0.00045107,            0.076551
                 240,            0.050843,            0.033842,           0.0094948,             0.83302,                 0.2,             0.27975,              0.1508,            0.060404,            0.027005,             0.01526,          0.00044626,          0.00044626,            0.076446
                 241,            0.051877,            0.030469,            0.010407,             0.83302,                 0.2,             0.27975,              0.1508,            0.060404,            0.027005,             0.01526,          0.00044149,          0.00044149,            0.076341
                 242,            0.049576,             0.03848,            0.010563,             0.83302,                 0.2,             0.27975,              0.1508,            0.060404,            0.027005,             0.01526,          0.00043677,          0.00043677,            0.076237
                 243,            0.054877,            0.047427,            0.013493,             0.74935,                 0.2,             0.25703,              0.1215,            0.059925,            0.026998,            0.015208,          0.00043209,          0.00043209,            0.076132
                 244,            0.055905,            0.034629,            0.012829,             0.74935,                 0.2,             0.25703,              0.1215,            0.059925,            0.026998,            0.015208,          0.00042745,          0.00042745,            0.076027
                 245,            0.062245,               0.039,            0.015016,             0.74935,                 0.2,             0.25703,              0.1215,            0.059925,            0.026998,            0.015208,          0.00042287,          0.00042287,            0.075923
                 246,            0.050614,            0.044734,            0.010735,             0.69973,                 0.2,             0.25319,              0.1291,            0.059907,            0.026938,            0.015173,          0.00041833,          0.00041833,            0.075818
                 247,            0.053207,            0.059287,            0.011527,             0.69973,                 0.2,             0.25319,              0.1291,            0.059907,            0.026938,            0.015173,          0.00041384,          0.00041384,            0.075714
                 248,            0.052765,            0.043538,            0.018461,             0.69973,                 0.2,             0.25319,              0.1291,            0.059907,            0.026938,            0.015173,          0.00040941,          0.00040941,            0.075609
                 249,            0.053538,            0.039159,            0.015885,             0.69986,             0.19982,             0.25373,             0.14619,            0.059528,              0.0269,            0.015102,          0.00040504,          0.00040504,            0.075505
                 250,            0.054554,            0.042244,            0.011992,             0.69986,             0.19982,             0.25373,             0.14619,            0.059528,              0.0269,            0.015102,          0.00040072,          0.00040072,            0.075401
                 251,            0.058645,            0.042437,            0.019471,             0.69986,             0.19982,             0.25373,             0.14619,            0.059528,              0.0269,            0.015102,          0.00039646,          0.00039646,            0.075296
                 252,            0.056667,            0.047253,            0.016267,             0.74984,              0.1998,             0.26722,             0.14943,             0.05905,             0.02688,            0.015039,          0.00039227,          0.00039227,            0.075192
                 253,            0.054278,            0.055111,            0.011535,             0.74984,              0.1998,             0.26722,             0.14943,             0.05905,             0.02688,            0.015039,          0.00038814,          0.00038814,            0.075088
                 254,            0.054154,            0.041652,           0.0096031,             0.74984,              0.1998,             0.26722,             0.14943,             0.05905,             0.02688,            0.015039,          0.00038407,          0.00038407,            0.074984
                 255,            0.056008,             0.03378,            0.012352,             0.64998,                 0.3,             0.25574,             0.14163,            0.058416,            0.026877,            0.014959,          0.00038007,          0.00038007,             0.07488
                 256,            0.055645,            0.054583,            0.012431,             0.64998,                 0.3,             0.25574,             0.14163,            0.058416,            0.026877,            0.014959,          0.00037614,          0.00037614,            0.074776
                 257,            0.055887,            0.058771,            0.013377,             0.64998,                 0.3,             0.25574,             0.14163,            0.058416,            0.026877,            0.014959,          0.00037228,          0.00037228,            0.074672
                 258,            0.058372,            0.040227,            0.014247,             0.69991,                 0.2,             0.24934,             0.13887,            0.058328,            0.026797,             0.01493,           0.0003685,           0.0003685,            0.074568
                 259,            0.049385,            0.036367,            0.010048,             0.69991,                 0.2,             0.24934,             0.13887,            0.058328,            0.026797,             0.01493,          0.00036479,          0.00036479,            0.074465
                 260,            0.055906,            0.042928,            0.014006,             0.69991,                 0.2,             0.24934,             0.13887,            0.058328,            0.026797,             0.01493,          0.00036115,          0.00036115,            0.074361
                 261,            0.054746,            0.041298,            0.014445,             0.74982,                 0.2,             0.26858,             0.16132,            0.057929,            0.026718,            0.014905,           0.0003576,           0.0003576,            0.074258
                 262,            0.056945,            0.031311,           0.0085382,             0.74982,                 0.2,             0.26858,             0.16132,            0.057929,            0.026718,            0.014905,          0.00035412,          0.00035412,            0.074154
                 263,            0.066858,            0.056309,            0.017371,             0.74982,                 0.2,             0.26858,             0.16132,            0.057929,            0.026718,            0.014905,          0.00035073,          0.00035073,            0.074051
                 264,            0.060217,            0.047933,            0.012241,             0.74916,                 0.2,             0.26681,             0.14313,            0.057831,            0.026716,            0.014852,          0.00034743,          0.00034743,            0.073947
                 265,            0.057022,            0.045146,            0.014518,             0.74916,                 0.2,             0.26681,             0.14313,            0.057831,            0.026716,            0.014852,          0.00034421,          0.00034421,            0.073844
                 266,            0.056728,            0.036726,            0.011004,             0.74916,                 0.2,             0.26681,             0.14313,            0.057831,            0.026716,            0.014852,          0.00034107,          0.00034107,            0.073741
                 267,            0.047022,            0.040637,            0.009903,             0.68652,             0.29782,             0.27352,             0.13813,            0.058402,            0.026672,            0.014836,          0.00033803,          0.00033803,            0.073638
                 268,            0.054183,            0.061216,            0.015228,             0.68652,             0.29782,             0.27352,             0.13813,            0.058402,            0.026672,            0.014836,          0.00033508,          0.00033508,            0.073535
                 269,            0.051279,            0.037325,            0.011016,             0.68652,             0.29782,             0.27352,             0.13813,            0.058402,            0.026672,            0.014836,          0.00033223,          0.00033223,            0.073432
                 270,            0.055454,            0.042765,            0.011145,             0.74998,                 0.4,             0.33923,              0.1596,             0.05793,            0.026582,            0.014764,          0.00032947,          0.00032947,            0.073329
                 271,            0.053447,            0.048341,            0.013216,             0.74998,                 0.4,             0.33923,              0.1596,             0.05793,            0.026582,            0.014764,           0.0003268,           0.0003268,            0.073227
                 272,            0.051429,            0.060001,            0.010155,             0.74998,                 0.4,             0.33923,              0.1596,             0.05793,            0.026582,            0.014764,          0.00032424,          0.00032424,            0.073124
                 273,            0.050571,            0.057922,            0.011649,             0.74985,                 0.4,             0.33755,             0.15911,            0.057964,            0.026532,            0.014709,          0.00032178,          0.00032178,            0.073022
                 274,            0.049787,            0.039546,            0.015701,             0.74985,                 0.4,             0.33755,             0.15911,            0.057964,            0.026532,            0.014709,          0.00031942,          0.00031942,            0.072919
                 275,            0.049422,             0.03326,           0.0080172,             0.74985,                 0.4,             0.33755,             0.15911,            0.057964,            0.026532,            0.014709,          0.00031717,          0.00031717,            0.072817
                 276,            0.047244,            0.030918,           0.0073703,             0.74989,                 0.4,             0.33653,             0.15885,            0.057577,            0.026487,            0.014734,          0.00031502,          0.00031502,            0.072715
                 277,            0.050834,            0.041014,            0.010154,             0.74989,                 0.4,             0.33653,             0.15885,            0.057577,            0.026487,            0.014734,          0.00031298,          0.00031298,            0.072613
                 278,            0.049049,            0.052549,            0.011334,             0.74989,                 0.4,             0.33653,             0.15885,            0.057577,            0.026487,            0.014734,          0.00031105,          0.00031105,            0.072511
                 279,            0.057874,             0.03254,            0.014816,             0.83293,                 0.4,             0.36685,             0.15667,            0.057509,            0.026422,            0.014696,          0.00030924,          0.00030924,            0.072409
                 280,            0.049255,            0.054442,            0.011985,             0.83293,                 0.4,             0.36685,             0.15667,            0.057509,            0.026422,            0.014696,          0.00030753,          0.00030753,            0.072308
                 281,            0.067167,            0.035561,            0.022719,             0.83293,                 0.4,             0.36685,             0.15667,            0.057509,            0.026422,            0.014696,          0.00030595,          0.00030595,            0.072206
                 282,            0.053396,             0.05032,            0.012006,             0.77914,                 0.4,               0.344,             0.16006,            0.057297,            0.026384,            0.014687,          0.00030448,          0.00030448,            0.072104
                 283,            0.051322,            0.055449,            0.011846,             0.77914,                 0.4,               0.344,             0.16006,            0.057297,            0.026384,            0.014687,          0.00030313,          0.00030313,            0.072003
                 284,             0.05799,            0.043755,            0.011794,             0.77914,                 0.4,               0.344,             0.16006,            0.057297,            0.026384,            0.014687,           0.0003019,           0.0003019,            0.071902
                 285,            0.053771,            0.041998,            0.014128,             0.74944,                 0.4,             0.34099,             0.15689,            0.057356,            0.026361,            0.014676,          0.00030079,          0.00030079,            0.071801
                 286,            0.058755,            0.041586,            0.019623,             0.74944,                 0.4,             0.34099,             0.15689,            0.057356,            0.026361,            0.014676,          0.00029981,          0.00029981,              0.0717
                 287,            0.062056,            0.036771,            0.014192,             0.74944,                 0.4,             0.34099,             0.15689,            0.057356,            0.026361,            0.014676,          0.00029895,          0.00029895,            0.071599
                 288,             0.05733,            0.030292,           0.0090594,             0.68717,                 0.3,             0.27823,             0.14509,            0.057667,            0.026373,             0.01465,          0.00029822,          0.00029822,            0.071498
                 289,            0.060464,            0.040782,            0.016971,             0.68717,                 0.3,             0.27823,             0.14509,            0.057667,            0.026373,             0.01465,          0.00029762,          0.00029762,            0.071398
                 290,            0.057191,             0.05068,            0.013123,             0.68717,                 0.3,             0.27823,             0.14509,            0.057667,            0.026373,             0.01465,          0.00029715,          0.00029715,            0.071297
                 291,            0.052632,            0.043877,           0.0078585,             0.68714,                 0.3,             0.28173,             0.14568,            0.057748,             0.02636,            0.014631,          0.00029681,          0.00029681,            0.071197
                 292,            0.052462,             0.03657,            0.011999,             0.68714,                 0.3,             0.28173,             0.14568,            0.057748,             0.02636,            0.014631,          0.00029661,          0.00029661,            0.071097
                 293,               0.052,             0.04415,            0.018128,             0.68714,                 0.3,             0.28173,             0.14568,            0.057748,             0.02636,            0.014631,          0.00029654,          0.00029654,            0.070997
                 294,            0.052245,            0.031008,            0.013023,             0.68745,                 0.3,             0.28324,             0.14256,            0.057858,            0.026289,            0.014605,          0.00029661,          0.00029661,            0.070897
                 295,            0.048969,            0.035299,            0.012839,             0.68745,                 0.3,             0.28324,             0.14256,            0.057858,            0.026289,            0.014605,          0.00029682,          0.00029682,            0.070797
                 296,            0.059257,            0.040003,             0.01262,             0.68745,                 0.3,             0.28324,             0.14256,            0.057858,            0.026289,            0.014605,          0.00029717,          0.00029717,            0.070697
                 297,            0.063215,            0.036892,            0.015338,             0.74971,                 0.4,              0.3432,             0.16128,            0.057402,            0.026246,            0.014561,          0.00029766,          0.00029766,            0.070598
                 298,            0.055875,            0.051142,            0.012774,             0.74971,                 0.4,              0.3432,             0.16128,            0.057402,            0.026246,            0.014561,          0.00029829,          0.00029829,            0.070498
                 299,            0.046588,              0.0394,            0.011588,             0.74971,                 0.4,              0.3432,             0.16128,            0.057402,            0.026246,            0.014561,          0.00029907,          0.00029907,            0.070399
